"Log-ratio"	"p-value"	"minFDR"	"Gene Symbol"	"Gene"	"Measure"	"Description"
0.8698892593383789	3.3833837483685826E-4	0.001719977065551278	""	"AT1G63860"	"AT1G63860"	""
0.8693122863769531	0.003034239103747882	0.010030748973630026	"ATDI21"	"AT4G15910"	"AT4G15910"	"drought-induced 21 [Source:TAIR;Acc:AT4G15910]"
0.8690788745880127	0.004394417662625921	0.013707308787015217	""	"AT1G52905"	"AT1G52905"	""
0.868588924407959	2.98041907368891E-6	9.836797752281748E-5	"TIF3A1"	"AT4G11420"	"AT4G11420"	"Eukaryotic translation initiation factor 3 subunit A [Source:UniProtKB/Swiss-Prot;Acc:Q9LD55]"
0.8683879971504211	6.026580139876277E-4	0.0026797935682025247	"ESP1"	"AT4G22970"	"AT4G22970"	"Separase [Source:UniProtKB/Swiss-Prot;Acc:Q5IBC5]"
0.8683571815490723	1.1897103087366418E-4	8.141161175693175E-4	"LIP5"	"AT4G26750"	"AT4G26750"	"Protein HOMOLOG OF MAMMALIAN LYST-INTERACTING PROTEIN 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ15]"
0.8682589530944824	0.007147628012829944	0.020899036582644262	""	"AT5G40450"	"AT5G40450"	""
0.868133544921875	1.1270737991745433E-5	1.8854156731874151E-4	""	"AT4G24290"	"AT4G24290"	""
0.8680493831634521	7.480709601397377E-5	5.895369632634647E-4	""	"AT1G65250"	"AT1G65250"	""
0.8676519393920898	2.762214317438672E-4	0.0014767410187711996	"RPN10"	"AT4G38630"	"AT4G38630"	"26S proteasome non-ATPase regulatory subunit 4 homolog [Source:UniProtKB/Swiss-Prot;Acc:P55034]"
0.8675351142883301	4.5509537752142214E-5	4.287572311322123E-4	"ETP1"	"AT3G18980"	"AT3G18980"	"F-box protein At3g18980 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJ68]"
0.8674120903015137	5.257258035608039E-7	5.543911693688819E-5	""	"AT1G28510"	"AT1G28510"	""
0.867074728012085	8.8166948442768E-6	1.6793112179493453E-4	"MED4"	"AT5G02850"	"AT5G02850"	"Mediator of RNA polymerase II transcription subunit 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZ00]"
0.8669571876525879	0.0011450621462914974	0.004474833575802929	""	"AT3G50910"	"AT3G50910"	""
0.8668962717056274	0.00194313104344457	0.006905295484771612	""	"AT1G06148"	"AT1G06148"	""
0.8668477535247803	3.781111847188758E-5	3.829917952151635E-4	"APUM5"	"AT3G20250"	"AT3G20250"	"Pumilio homolog 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJX4]"
0.8666651248931885	5.433653795249556E-4	0.0024678430614570117	"ARP3"	"AT1G13180"	"AT1G13180"	"Actin-related protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAF1]"
0.8666605949401855	3.448582463828226E-5	3.6137457057279233E-4	"RABF2A"	"AT5G45130"	"AT5G45130"	"Ras-related protein RABF2a [Source:UniProtKB/Swiss-Prot;Acc:P31582]"
0.8664512634277344	4.683719612723499E-7	5.290697920501192E-5	"SR34A"	"AT3G49430"	"AT3G49430"	"Serine/arginine-rich splicing factor SR34A [Source:UniProtKB/Swiss-Prot;Acc:A2RVS6]"
0.8663438558578491	3.211647114899064E-5	3.4570716207444274E-4	"MORF4"	"AT5G44780"	"AT5G44780"	"Multiple organellar RNA editing factor 4, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O48582]"
0.8663272857666016	2.4101844154418518E-5	2.8942189288565343E-4	"IDD7"	"AT1G55110"	"AT1G55110"	"Protein indeterminate-domain 7 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1F5]"
0.8660259246826172	3.411902587411096E-6	1.0354720393469941E-4	"VOZ1"	"AT1G28520"	"AT1G28520"	"Transcription factor VOZ1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGQ0]"
0.8660086393356323	0.01794896492246918	0.04647706567032718	"EIF3G2"	"AT5G06000"	"AT5G06000"	"eukaryotic translation initiation factor 3G2 [Source:TAIR;Acc:AT5G06000]"
0.8658766746520996	9.524527310823911E-6	1.7267999106560674E-4	"NSL1"	"AT1G28380"	"AT1G28380"	"MACPF domain-containing protein NSL1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGN6]"
0.8654775619506836	1.2256678722002146E-4	8.289614472362036E-4	"UBQ10"	"AT4G05320"	"AT4G05320"	"Polyubiquitin 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8H159]"
0.865393877029419	1.790440638893052E-5	2.4451989102390647E-4	""	"AT3G60110"	"AT3G60110"	""
0.8652887344360352	0.011248812172820415	0.030963466264605378	"CRF3"	"AT5G53290"	"AT5G53290"	"Ethylene-responsive transcription factor CRF3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FK12]"
0.8650226593017578	1.369311737623733E-6	7.250808605013283E-5	"POLD4"	"AT1G09815"	"AT1G09815"	"polymerase delta 4 [Source:TAIR;Acc:AT1G09815]"
0.8645511865615845	1.1284137437076864E-4	7.830735660169006E-4	"RPA1A"	"AT2G06510"	"AT2G06510"	"Replication protein A 70 kDa DNA-binding subunit A [Source:UniProtKB/Swiss-Prot;Acc:Q9SKI4]"
0.8639564514160156	1.6091308672588897E-4	0.0010002064519617233	"DI19-5"	"AT4G02200"	"AT4G02200"	"Protein DEHYDRATION-INDUCED 19 homolog 5 [Source:UniProtKB/Swiss-Prot;Acc:O04259]"
0.8638045787811279	6.09206252947454E-4	0.002702060424193799	""	"AT1G05670"	"AT1G05670"	""
0.8635587692260742	9.312999111729712E-6	1.7136226913316908E-4	"FMT"	"AT3G52140"	"AT3G52140"	"Clustered mitochondria protein [Source:UniProtKB/Swiss-Prot;Acc:F4J5S1]"
0.8635287284851074	0.00968863979224173	0.02717630840041003	"KCS1"	"AT1G01120"	"AT1G01120"	"3-ketoacyl-CoA synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAM3]"
0.8632302284240723	9.418286541848409E-6	1.719701711967203E-4	""	"AT5G11810"	"AT5G11810"	""
0.8630805015563965	3.3444489212469853E-7	5.0465488610095586E-5	"PCMP-H66"	"AT2G15690"	"AT2G15690"	"Pentatricopeptide repeat-containing protein At2g15690 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQE5]"
0.8625686168670654	3.19906541999311E-4	0.0016461157657571093	"LECRK17"	"AT5G60270"	"AT5G60270"	"L-type lectin-domain containing receptor kinase I.7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSS0]"
0.8624470233917236	5.672032833194431E-5	4.955667281083849E-4	""	"AT1G13190"	"AT1G13190"	""
0.8620662689208984	2.4392520299239382E-4	0.0013490986787245709	""	"AT1G74350"	"AT1G74350"	""
0.8618524074554443	2.8390313500177957E-4	0.0015035766318601876	"TRP4"	"AT5G13820"	"AT5G13820"	"Telomere repeat-binding protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFY9]"
0.8618354797363281	7.1686266863636565E-6	1.4874230826257543E-4	"CID12"	"AT4G10610"	"AT4G10610"	"Polyadenylate-binding protein-interacting protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7N9]"
0.8610901832580566	3.0537397269749167E-6	9.955779588411235E-5	"RUB1"	"AT1G31340"	"AT1G31340"	"Ubiquitin-NEDD8-like protein RUB1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHE7]"
0.8609867095947266	1.1251855896777803E-5	1.8832023809559352E-4	"FAAH"	"AT5G64440"	"AT5G64440"	"Fatty acid amide hydrolase [Source:UniProtKB/Swiss-Prot;Acc:Q7XJJ7]"
0.860722541809082	3.285701875552005E-5	3.508152630535709E-4	""	"AT1G16180"	"AT1G16180"	""
0.8606247901916504	8.974825978171607E-4	0.003669547559148619	"SHD"	"AT4G24190"	"AT4G24190"	"Endoplasmin homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9STX5]"
0.860605001449585	2.7251302340344558E-6	9.512181577724491E-5	""	"AT3G57220"	"AT3G57220"	""
0.8606038093566895	0.0023712189039934886	0.0081611369074339	"RPL36A"	"AT2G37600"	"AT2G37600"	"60S ribosomal protein L36-1 [Source:UniProtKB/Swiss-Prot;Acc:O80929]"
0.8605821132659912	5.983615287854535E-6	1.3508943918507906E-4	"PFK2"	"AT5G47810"	"AT5G47810"	"ATP-dependent 6-phosphofructokinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIK0]"
0.8605256080627441	9.394325795036406E-6	1.7186612116094357E-4	"AAP19-1"	"AT2G17380"	"AT2G17380"	"AP-1 complex subunit sigma-1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LEZ8]"
0.8605060577392578	0.0014962089832657717	0.005548427770906445	"COBL8"	"AT3G16860"	"AT3G16860"	"COBRA-like protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIB6]"
0.8604965209960938	1.7110121639038022E-5	2.3876071330722947E-4	"RPL19C"	"AT4G02230"	"AT4G02230"	"60S ribosomal protein L19-3 [Source:UniProtKB/Swiss-Prot;Acc:P49693]"
0.860114574432373	6.399505127141341E-7	5.7458105559875996E-5	"MEFG2"	"AT2G45030"	"AT2G45030"	"Elongation factor G-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:F4IW10]"
0.8600921630859375	8.832327804323123E-6	1.6797930680481412E-4	"ATOZI1"	"AT4G00860"	"AT4G00860"	"Protein of unknown function (DUF1138) [Source:TAIR;Acc:AT4G00860]"
0.8599636554718018	6.196633270838775E-6	1.3738902699789702E-4	""	"AT2G19880"	"AT2G19880"	""
0.8598361015319824	2.450389389637225E-4	0.0013525646120735675	""	"AT4G34412"	"AT4G34412"	""
0.8595314025878906	0.001392573665999463	0.0052357815945052585	"ABCA1"	"AT2G41700"	"AT2G41700"	"ABC transporter A family member 1 [Source:UniProtKB/Swiss-Prot;Acc:Q84M24]"
0.8593170642852783	2.626852013381774E-5	3.0521126095509364E-4	""	"AT4G39820"	"AT4G39820"	""
0.8589439392089844	4.487879131616309E-7	5.2473542562403605E-5	""	"AT4G23730"	"AT4G23730"	""
0.8586456775665283	8.514298350335506E-4	0.003510107187037363	""	"AT2G18210"	"AT2G18210"	""
0.8585910797119141	5.2825741477173E-5	4.723134379511231E-4	"LOG8"	"AT5G11950"	"AT5G11950"	"Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG8 [Source:UniProtKB/Swiss-Prot;Acc:Q84MC2]"
0.8575327396392822	1.151809026950727E-6	6.928110506331963E-5	""	"AT1G23330"	"AT1G23330"	""
0.8573555946350098	0.003790352336593163	0.012121488571237425	""	"AT5G41740"	"AT5G41740"	""
0.8571572303771973	1.2175124156891401E-4	8.259312595496088E-4	"BPM4"	"AT3G03740"	"AT3G03740"	"BTB/POZ and MATH domain-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRV1]"
0.8571567535400391	0.013934188518958958	0.03733116723971225	""	"AT1G11330"	"AT1G11330"	""
0.8570199012756348	7.792217975475639E-5	6.063990649154009E-4	""	"AT2G13665"	"AT2G13665"	""
0.856803834438324	0.003753732316349887	0.012020528731282653	""	"AT2G25460"	"AT2G25460"	""
0.856726884841919	0.01338513641709181	0.036028505721062226	"BT5"	"AT4G37610"	"AT4G37610"	"BTB/POZ and TAZ domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6EJ98]"
0.856447696685791	3.7007110570652267E-4	0.0018471958441369765	"NRAMP3"	"AT2G23150"	"AT2G23150"	"Metal transporter Nramp3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNV9]"
0.8563055992126465	0.001434433401301905	0.005359303086846438	"BLOS2"	"AT5G49550"	"AT5G49550"	"Biogenesis of lysosome-related organelles complex 1 subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:F4K657]"
0.8562936782836914	4.094841065711855E-5	4.02659017454863E-4	"TXR1"	"AT3G59280"	"AT3G59280"	"Protein Transporter, Pam16 [Source:TAIR;Acc:AT3G59280]"
0.8554267883300781	1.3631120172780464E-4	8.922212090307668E-4	""	"AT4G32020"	"AT4G32020"	""
0.85512375831604	3.4679905474399125E-5	3.6294038238064767E-4	"SD25"	"AT4G32300"	"AT4G32300"	"G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWZ5]"
0.8546068668365479	1.529714046881238E-4	9.64494716560702E-4	""	"AT1G11670"	"AT1G11670"	""
0.8542612195014954	2.4697310195447844E-4	0.0013591882207149605	"CML8"	"AT4G14640"	"AT4G14640"	"Calmodulin-like protein 8 [Source:UniProtKB/Swiss-Prot;Acc:O23320]"
0.8540668487548828	1.4746683143220316E-5	2.20286033255903E-4	"PAPP5"	"AT2G42810"	"AT2G42810"	"Serine/threonine-protein phosphatase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q84XU2]"
0.8540201187133789	2.794478621903012E-4	0.001487308914193804	"ATARFA1F"	"AT1G10630"	"AT1G10630"	"ADP-ribosylation factor A1F [Source:TAIR;Acc:AT1G10630]"
0.8538618087768555	1.6801812572720123E-5	2.3673860480370092E-4	"GTE10"	"AT5G63320"	"AT5G63320"	"Transcription factor GTE10 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGW9]"
0.8537907600402832	1.185705065200411E-4	8.124871455412975E-4	""	"AT4G37608"	"AT4G37608"	""
0.853614330291748	5.451534198992872E-6	1.286554349242489E-4	"RBP45A"	"AT5G54900"	"AT5G54900"	"Polyadenylate-binding protein RBP45A [Source:UniProtKB/Swiss-Prot;Acc:Q9FPJ8]"
0.8532500267028809	2.5419755798787228E-5	2.987874858846514E-4	""	"AT3G62310"	"AT3G62310"	""
0.8530014753341675	5.003504548826533E-4	0.002313469988629757	""	"AT1G34770"	"AT1G34770"	""
0.8526468276977539	5.425724847779935E-5	4.8018138231837833E-4	"RPN8A"	"AT5G05780"	"AT5G05780"	"26S proteasome non-ATPase regulatory subunit 7 homolog A [Source:UniProtKB/Swiss-Prot;Acc:O24412]"
0.8525092601776123	0.001248221208167571	0.00479807074861783	""	"AT5G17350"	"AT5G17350"	""
0.8520441055297852	0.0010734998742902937	0.00424596276688136	"Tudor2"	"AT5G61780"	"AT5G61780"	"TUDOR-SN protein 2 [Source:TAIR;Acc:AT5G61780]"
0.8520340919494629	5.337670756184266E-5	4.751995795039495E-4	"HSP70-15"	"AT1G79920"	"AT1G79920"	"Heat shock 70 kDa protein 15 [Source:UniProtKB/Swiss-Prot;Acc:F4HQD4]"
0.8516511917114258	7.406964427578428E-4	0.003142631469572141	""	"AT1G66880"	"AT1G66880"	""
0.8513836860656738	1.7825461111715915E-5	2.4394161832678004E-4	"PAF2"	"AT1G47250"	"AT1G47250"	"Proteasome subunit alpha type-1-B [Source:UniProtKB/Swiss-Prot;Acc:O23712]"
0.8513178825378418	7.224143383755285E-6	1.4952181986141452E-4	"EIF(ISO)4G1"	"AT5G57870"	"AT5G57870"	"Eukaryotic translation initiation factor isoform 4G-1 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZT6]"
0.8511447906494141	7.698728994842477E-5	6.012297780528142E-4	""	"AT2G14460"	"AT2G14460"	""
0.8507393598556519	1.507244960067576E-4	9.543211819177624E-4	"SGR5"	"AT2G01940"	"AT2G01940"	"Protein SHOOT GRAVITROPISM 5 [Source:UniProtKB/Swiss-Prot;Acc:F4IPE3]"
0.8505139350891113	0.018275103000452552	0.04722615411276311	"PEP1"	"AT5G64900"	"AT5G64900"	"Elicitor peptide 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV87]"
0.8504786491394043	2.7971979815442346E-6	9.607699566935199E-5	""	"AT2G18740"	"AT2G18740"	""
0.8501906394958496	3.766720800871314E-4	0.0018706175446711593	""	"AT2G36930"	"AT2G36930"	""
0.8499648571014404	0.016437631901853465	0.04309947343343009	""	"AT4G25315"	"AT4G25315"	""
0.8499126434326172	1.5180078055222984E-4	9.59312992668681E-4	""	"AT3G24080"	"AT3G24080"	""
0.8498873710632324	1.074154459199468E-5	1.8365340710058427E-4	""	"AT3G12650"	"AT3G12650"	""
0.8497258424758911	2.689474563217206E-4	0.00144807498578263	""	"AT2G26390"	"AT2G26390"	""
0.849555492401123	1.5438704510006756E-4	9.697718197680587E-4	"PAE1"	"AT1G53850"	"AT1G53850"	"Proteasome subunit alpha type-5-A [Source:UniProtKB/Swiss-Prot;Acc:O81149]"
0.8491072654724121	3.7476177953387564E-4	0.001864545473644151	""	"AT3G21690"	"AT3G21690"	""
0.8489944934844971	1.6912807962449546E-5	2.3719928439928714E-4	"RPN8B"	"AT3G11270"	"AT3G11270"	"26S proteasome non-ATPase regulatory subunit 7 homolog B [Source:UniProtKB/Swiss-Prot;Acc:Q9C774]"
0.8486719131469727	7.10548709507466E-4	0.003041440545525663	""	"AT1G70350"	"AT1G70350"	""
0.8481340408325195	7.464091695506486E-5	5.889792270171978E-4	"FBL3"	"AT5G01720"	"AT5G01720"	"F-box/LRR-repeat protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWU5]"
0.8477334976196289	2.364499405233964E-5	2.857896760268821E-4	"CID11"	"AT1G32790"	"AT1G32790"	"Polyadenylate-binding protein-interacting protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPI5]"
0.847550094127655	0.009103737908789383	0.025756822748733962	"AGL80"	"AT5G48670"	"AT5G48670"	"Agamous-like MADS-box protein AGL80 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJK3]"
0.8475151062011719	2.026793807335918E-5	2.608684822010614E-4	"SQE6"	"AT5G24160"	"AT5G24160"	"Squalene epoxidase 6 [Source:UniProtKB/Swiss-Prot;Acc:O65402]"
0.847407341003418	1.8453471347658493E-5	2.492808339775061E-4	""	"AT4G20330"	"AT4G20330"	""
0.8473691940307617	1.1173993661395158E-6	6.867756223889754E-5	"ECH"	"AT1G09330"	"AT1G09330"	"Golgi apparatus membrane protein-like protein ECHIDNA [Source:UniProtKB/Swiss-Prot;Acc:Q8LEK2]"
0.8469815254211426	6.336031472546545E-4	0.00278066082918041	""	"AT1G69760"	"AT1G69760"	""
0.846590518951416	2.3903397054010533E-4	0.0013311044452386247	"FBA3"	"AT2G01140"	"AT2G01140"	"Probable fructose-bisphosphate aldolase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU52]"
0.8463181853294373	5.471171095466824E-4	0.0024784643068820147	"PHT1-5"	"AT2G32830"	"AT2G32830"	"Probable inorganic phosphate transporter 1-5 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYF4]"
0.8460013270378113	0.0016439952941304807	0.006000854242204473	"anac046"	"AT3G04060"	"AT3G04060"	"NAC domain containing protein 46 [Source:TAIR;Acc:AT3G04060]"
0.8454930186271667	9.80989287162011E-4	0.003946101643662445	""	"AT1G70581"	"AT1G70581"	""
0.8451368808746338	1.1018819401991488E-4	7.715488945840772E-4	""	"AT1G48170"	"AT1G48170"	""
0.8450415134429932	2.2331326070021502E-4	0.001267279936361251	"GAE5"	"AT4G12250"	"AT4G12250"	"UDP-glucuronate 4-epimerase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9STI6]"
0.8449404239654541	4.674466721287155E-6	1.2056289052124757E-4	""	"AT5G05520"	"AT5G05520"	""
0.8449217975139618	0.012900695247247936	0.034893658094484005	""	"AT4G17660"	"AT4G17660"	""
0.8446941375732422	4.071857821781447E-6	1.1250955074230777E-4	"RPL23C"	"AT3G04400"	"AT3G04400"	"60S ribosomal protein L23 [Source:UniProtKB/Swiss-Prot;Acc:P49690]"
0.8442344665527344	1.3285562933653487E-4	8.76315941484828E-4	""	"AT2G12550"	"AT2G12550"	""
0.8440408706665039	7.090422222169494E-5	5.691517937414503E-4	"RPS24A"	"AT3G04920"	"AT3G04920"	"40S ribosomal protein S24-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SS17]"
0.8438409306108952	2.8185691340291033E-6	9.630348567733548E-5	"LECRKS5"	"AT5G06740"	"AT5G06740"	"Probable L-type lectin-domain containing receptor kinase S.5 [Source:UniProtKB/Swiss-Prot;Acc:Q9FG33]"
0.8437108993530273	5.810224125161298E-6	1.332512722111149E-4	"TRM10"	"AT5G47680"	"AT5G47680"	"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: tRNA (guanine-N1-)-methyltr /.../ase (InterPro:IPR016009), tRNA (guanine-N(1)-)-methyltransferase, metazoa (InterPro:IPR016653), tRNA (guanine-N1-)-methyltransferase, eukaryotic (InterPro:IPR007356); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). [Source:TAIR;Acc:AT5G47680]"
0.8435622453689575	0.005104271025856333	0.015590249623703995	"SKIP3"	"AT2G02350"	"AT2G02350"	"SKP1 interacting partner 3 [Source:TAIR;Acc:AT2G02350]"
0.8435325622558594	3.0103291187845337E-5	3.3238302592861836E-4	"KPHMT2"	"AT3G61530"	"AT3G61530"	"3-methyl-2-oxobutanoate hydroxymethyltransferase 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M315]"
0.8428957462310791	1.6989184053866285E-4	0.0010399165691164331	""	"AT1G67320"	"AT1G67320"	""
0.8426591157913208	4.4984069625353965E-4	0.0021396512166994503	"POLA"	"AT5G67100"	"AT5G67100"	"DNA polymerase alpha catalytic subunit [Source:UniProtKB/Swiss-Prot;Acc:Q9FHA3]"
0.8425288200378418	3.8215831649698124E-7	5.0465488610095586E-5	"NAP1;2"	"AT2G19480"	"AT2G19480"	"Nucleosome assembly protein 1;2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUP3]"
0.842318058013916	1.0510989140131162E-6	6.652561476373241E-5	"TIM21"	"AT4G00026"	"AT4G00026"	"Probable mitochondrial import inner membrane translocase subunit TIM21 [Source:UniProtKB/Swiss-Prot;Acc:Q1G3L1]"
0.8422017097473145	7.559223301814368E-6	1.5312826631389679E-4	"RPN12A"	"AT1G64520"	"AT1G64520"	"26S proteasome non-ATPase regulatory subunit 8 homolog A [Source:UniProtKB/Swiss-Prot;Acc:Q9SGW3]"
0.8421573638916016	1.9390456182051156E-4	0.0011411488783775437	"PUB31"	"AT5G65920"	"AT5G65920"	"U-box domain-containing protein 31 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHN9]"
0.8421307802200317	0.005762070387737565	0.01729814312120551	"WOX1"	"AT3G18010"	"AT3G18010"	"WUSCHEL-related homeobox 1 [Source:UniProtKB/Swiss-Prot;Acc:Q6X7K0]"
0.8415703773498535	8.383179063601138E-5	6.380332907965742E-4	"RPS3A"	"AT2G31610"	"AT2G31610"	"40S ribosomal protein S3-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIP7]"
0.8415536880493164	2.1496383292299764E-6	8.578730304782097E-5	"TIF4A-2"	"AT1G54270"	"AT1G54270"	"Eukaryotic initiation factor 4A-2 [Source:UniProtKB/Swiss-Prot;Acc:P41377]"
0.8411579132080078	5.0980098042441376E-5	4.6282966868537985E-4	"MYB4R1"	"AT3G18100"	"AT3G18100"	"myb domain protein 4r1 [Source:TAIR;Acc:AT3G18100]"
0.8405160903930664	7.762896297830354E-5	6.042717231291481E-4	"PEX13"	"AT3G07560"	"AT3G07560"	"Peroxisomal membrane protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRR0]"
0.8400306701660156	7.196993124557541E-6	1.4905245611537038E-4	"CCT1"	"AT3G20050"	"AT3G20050"	"T-complex protein 1 subunit alpha [Source:UniProtKB/Swiss-Prot;Acc:P28769]"
0.8399970531463623	5.87411550545405E-4	0.0026249584415749673	"SCL3"	"AT1G50420"	"AT1G50420"	"Scarecrow-like protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPR8]"
0.839972972869873	1.6644661883422727E-6	7.821629578263216E-5	"RPS18A"	"AT4G09800"	"AT4G09800"	"40S ribosomal protein S18 [Source:UniProtKB/Swiss-Prot;Acc:P34788]"
0.8399481773376465	1.9145854845300692E-4	0.001131200923776516	"CCC1"	"AT1G30450"	"AT1G30450"	"Cation-chloride cotransporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q2UVJ5]"
0.8398842811584473	0.0015489458177000153	0.005710945063423059	""	"AT3G60680"	"AT3G60680"	""
0.8394999504089355	5.3228183701201595E-5	4.743556368101311E-4	"VHA-G2"	"AT4G23710"	"AT4G23710"	"V-type proton ATPase subunit G2 [Source:UniProtKB/Swiss-Prot;Acc:O82629]"
0.8391690254211426	7.070627917130203E-6	1.4762815418704873E-4	""	"AT3G47670"	"AT3G47670"	""
0.8390994071960449	1.8649046287735704E-6	8.105074477663388E-5	""	"AT5G04600"	"AT5G04600"	""
0.838664174079895	0.005953311909492234	0.01780170609834976	""	"AT2G46150"	"AT2G46150"	""
0.8384294509887695	5.983607155892602E-6	1.3508943918507906E-4	"LACS4"	"AT4G23850"	"AT4G23850"	"Long chain acyl-CoA synthetase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0A0]"
0.8381885886192322	0.0047823141051556925	0.014736550113381092	""	"AT4G36110"	"AT4G36110"	""
0.8381021022796631	3.0194366953144566E-5	3.328372113726882E-4	""	"AT1G67120"	"AT1G67120"	""
0.8379511833190918	5.155574433861158E-5	4.658329904000959E-4	""	"AT4G16960"	"AT4G16960"	""
0.8378281593322754	5.441219893246175E-5	4.809851291472535E-4	""	"AT1G26740"	"AT1G26740"	""
0.837615966796875	1.9037539221686403E-5	2.528061908567861E-4	"IMPA1"	"AT3G06720"	"AT3G06720"	"Importin subunit alpha-1 [Source:UniProtKB/Swiss-Prot;Acc:Q96321]"
0.8374981880187988	0.0013677170926411656	0.00516212897022104	""	"AT3G26430"	"AT3G26430"	""
0.8368964195251465	1.619204357205024E-5	2.3154780260377993E-4	"EMB1401"	"AT5G20920"	"AT5G20920"	"Eukaryotic translation initiation factor 2 subunit beta [Source:UniProtKB/Swiss-Prot;Acc:Q41969]"
0.8367338180541992	0.006017257801394242	0.017972171361061474	"ASK13"	"AT3G60010"	"AT3G60010"	"SKP1-like protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1X5]"
0.8361577987670898	7.636426836652821E-5	5.977749129702355E-4	"RPS28A"	"AT3G10090"	"AT3G10090"	"40S ribosomal protein S28-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SR73]"
0.8361411094665527	0.0012448703147548781	0.0047868448581279794	""	"AT3G05230"	"AT3G05230"	""
0.8355159759521484	3.792747881765014E-5	3.834391562166292E-4	""	"AT5G66675"	"AT5G66675"	""
0.8353918045759201	0.0013220292927317153	0.005026698096953326	""	"AT5G33330"	"AT5G33330"	""
0.8352622985839844	4.452612570683801E-5	4.227191130851747E-4	""	"AT3G49990"	"AT3G49990"	""
0.8346843719482422	2.6182921939352195E-4	0.0014179969247278292	""	"AT2G05940"	"AT2G05940"	""
0.8342242240905762	1.3560367543111493E-5	2.1036537010895827E-4	""	"AT3G03560"	"AT3G03560"	""
0.8339605331420898	8.026131279283923E-5	6.184974128748685E-4	"DRT101"	"AT5G18070"	"AT5G18070"	"Phosphoacetylglucosamine mutase [Source:UniProtKB/Swiss-Prot;Acc:P57750]"
0.8332338333129883	7.529455972824934E-6	1.5289705142135606E-4	"ERDJ2A"	"AT1G79940"	"AT1G79940"	"DnaJ protein ERDJ2A [Source:UniProtKB/Swiss-Prot;Acc:Q0WT48]"
0.8328003883361816	1.5363097647197655E-5	2.2547453987134083E-4	""	"AT2G36300"	"AT2G36300"	""
0.832737922668457	3.4585173282187066E-6	1.0429698907532305E-4	""	"AT3G11880"	"AT3G11880"	""
